encoder,case_id,symbology,category,ec_level,encoding,pdf417_columns,status,detail,n_samples,n_trials_valid,validity_rate,median_ms,mean_ms,stddev_ms,min_ms,median_area_modules,median_file_bytes
qrcode,qr-url_nc-eclM-svg,qr,url_near_capacity,M,,,ok,,100,5,1.0,223.8803,224.8508,6.293,212.89,27225,316380
qrcode,qr-utf8-eclM,qr,utf8,M,utf-8,,unsupported,no charset/ECI support for 'utf-8' payloads,0,0,,,,,,,
qrcode,qr-utf8-eclM-auto,qr,utf8,M,,,ok,,100,5,1.0,5.9892,5.5884,0.6999,4.4027,1089,380
qrcode,qr-utf8-eclM-auto-svg,qr,utf8,M,,,ok,,100,5,1.0,8.134,7.6547,1.3342,5.8653,1089,11612
qrcode,qr-utf8-eclM-svg,qr,utf8,M,utf-8,,unsupported,no charset/ECI support for 'utf-8' payloads,0,0,,,,,,,
qrcode,qr-xml_nc-eclM,qr,xml_near_capacity,M,,,ok,,100,5,1.0,173.485,174.8497,7.3699,165.4604,27225,5370
qrcode,qr-xml_nc-eclM-svg,qr,xml_near_capacity,M,,,ok,,100,5,1.0,224.7319,225.1104,4.964,213.6683,27225,321622
qrcodegen,qr-alnum-eclH,qr,alnum,H,,,unsupported,no documented raster output (vector-only library),0,0,,,,,,,
qrcodegen,qr-alnum-eclH-svg,qr,alnum,H,,,ok,,100,5,1.0,9.0782,9.0623,1.5633,7.4858,1089,8519
qrcodegen,qr-alnum-eclL,qr,alnum,L,,,unsupported,no documented raster output (vector-only library),0,0,,,,,,,
qrcodegen,qr-alnum-eclL-svg,qr,alnum,L,,,ok,,100,5,1.0,5.4724,5.5752,0.3594,5.2403,625,5046
qrcodegen,qr-alnum-eclM,qr,alnum,M,,,unsupported,no documented raster output (vector-only library),0,0,,,,,,,
qrcodegen,qr-alnum-eclM-svg,qr,alnum,M,,,ok,,100,5,1.0,6.2027,6.9483,1.2676,5.6377,625,5301
qrcodegen,qr-alnum-eclQ,qr,alnum,Q,,,unsupported,no documented raster output (vector-only library),0,0,,,,,,,
qrcodegen,qr-alnum-eclQ-svg,qr,alnum,Q,,,ok,,100,5,1.0,7.89,8.4333,1.2639,7.3713,841,6848
qrcodegen,qr-base64_nc-eclM,qr,base64_near_capacity,M,,,unsupported,no documented raster output (vector-only library),0,0,,,,,,,
qrcodegen,qr-base64_nc-eclM-svg,qr,base64_near_capacity,M,,,ok,,100,5,1.0,278.6006,279.3597,7.6825,260.8861,27225,215898
qrcodegen,qr-bcbp-eclM,qr,bcbp,M,,,unsupported,no documented raster output (vector-only library),0,0,,,,,,,
qrcodegen,qr-bcbp-eclM-svg,qr,bcbp,M,,,ok,,100,5,1.0,13.861,12.4705,2.7773,8.8621,1369,10811
qrcodegen,qr-json_nc-eclM,qr,json_near_capacity,M,,,unsupported,no documented raster output (vector-only library),0,0,,,,,,,
qrcodegen,qr-json_nc-eclM-svg,qr,json_near_capacity,M,,,ok,,100,5,1.0,277.744,279.4391,10.1113,260.8473,27225,213814
qrcodegen,qr-kanji-eclM,qr,kanji,M,shift_jis,,unsupported,no documented raster output (vector-only library),0,0,,,,,,,
qrcodegen,qr-kanji-eclM-auto,qr,kanji,M,,,unsupported,no documented raster output (vector-only library),0,0,,,,,,,
qrcodegen,qr-kanji-eclM-auto-svg,qr,kanji,M,,,ok,,100,5,1.0,14.6833,13.8416,2.99,7.4492,1369,10693
qrcodegen,qr-kanji-eclM-svg,qr,kanji,M,shift_jis,,unsupported,no charset/ECI support for 'shift_jis' payloads,0,0,,,,,,,
qrcodegen,qr-latin1-eclM,qr,latin1,M,iso-8859-1,,unsupported,no documented raster output (vector-only library),0,0,,,,,,,
qrcodegen,qr-latin1-eclM-auto,qr,latin1,M,,,unsupported,no documented raster output (vector-only library),0,0,,,,,,,
qrcodegen,qr-latin1-eclM-auto-svg,qr,latin1,M,,,ok,,100,5,1.0,14.7278,17.2234,4.0887,13.5803,1369,10854
qrcodegen,qr-latin1-eclM-svg,qr,latin1,M,iso-8859-1,,unsupported,no charset/ECI support for 'iso-8859-1' payloads,0,0,,,,,,,
qrcodegen,qr-latin1_ambiguous-eclM,qr,latin1_ambiguous,M,iso-8859-1,,unsupported,no documented raster output (vector-only library),0,0,,,,,,,
qrcodegen,qr-latin1_ambiguous-eclM-auto,qr,latin1_ambiguous,M,,,unsupported,no documented raster output (vector-only library),0,0,,,,,,,
qrcodegen,qr-latin1_ambiguous-eclM-auto-svg,qr,latin1_ambiguous,M,,,ok,,100,5,1.0,18.7446,18.1287,5.0195,9.7757,2025,15161
qrcodegen,qr-latin1_ambiguous-eclM-svg,qr,latin1_ambiguous,M,iso-8859-1,,unsupported,no charset/ECI support for 'iso-8859-1' payloads,0,0,,,,,,,
qrcodegen,qr-mixed_modes-eclM,qr,mixed_modes,M,,,unsupported,no documented raster output (vector-only library),0,0,,,,,,,
qrcodegen,qr-mixed_modes-eclM-svg,qr,mixed_modes,M,,,ok,,100,5,1.0,22.1268,20.2647,4.6157,14.3333,2401,17844
qrcodegen,qr-near_capacity-eclH,qr,near_capacity,H,,,unsupported,no documented raster output (vector-only library),0,0,,,,,,,
qrcodegen,qr-near_capacity-eclH-svg,qr,near_capacity,H,,,ok,,100,5,1.0,240.2269,240.9862,5.2373,228.2326,27225,215481
qrcodegen,qr-near_capacity-eclL,qr,near_capacity,L,,,unsupported,no documented raster output (vector-only library),0,0,,,,,,,
qrcodegen,qr-near_capacity-eclL-svg,qr,near_capacity,L,,,ok,,100,5,1.0,301.0251,302.5226,8.4572,291.3928,27225,213997
qrcodegen,qr-near_capacity-eclM,qr,near_capacity,M,,,unsupported,no documented raster output (vector-only library),0,0,,,,,,,
qrcodegen,qr-near_capacity-eclM-svg,qr,near_capacity,M,,,ok,,100,5,1.0,275.7799,275.6156,7.3282,261.6059,27225,214795
qrcodegen,qr-near_capacity-eclQ,qr,near_capacity,Q,,,unsupported,no documented raster output (vector-only library),0,0,,,,,,,
qrcodegen,qr-near_capacity-eclQ-svg,qr,near_capacity,Q,,,ok,,100,5,1.0,257.9479,260.2135,9.0695,242.8852,27225,216985
qrcodegen,qr-numeric_long-eclM,qr,numeric_long,M,,,unsupported,no documented raster output (vector-only library),0,0,,,,,,,
qrcodegen,qr-numeric_long-eclM-svg,qr,numeric_long,M,,,ok,,100,5,1.0,10.0365,9.9462,0.6589,8.5487,1089,8130
qrcodegen,qr-numeric_short-eclM,qr,numeric_short,M,,,unsupported,no documented raster output (vector-only library),0,0,,,,,,,
qrcodegen,qr-numeric_short-eclM-svg,qr,numeric_short,M,,,ok,,100,5,1.0,4.1261,4.212,0.521,3.9696,441,3627
qrcodegen,qr-text_para-eclM,qr,text_para,M,,,unsupported,no documented raster output (vector-only library),0,0,,,,,,,
qrcodegen,qr-text_para-eclM-svg,qr,text_para,M,,,ok,,100,5,1.0,55.5802,53.9901,16.5209,30.6362,5929,44621
qrcodegen,qr-url-eclM,qr,url,M,,,unsupported,no documented raster output (vector-only library),0,0,,,,,,,
qrcodegen,qr-url-eclM-svg,qr,url,M,,,ok,,100,5,1.0,13.6701,13.8762,1.5133,13.1986,1369,10673
qrcodegen,qr-url_nc-eclM,qr,url_near_capacity,M,,,unsupported,no documented raster output (vector-only library),0,0,,,,,,,
qrcodegen,qr-url_nc-eclM-svg,qr,url_near_capacity,M,,,ok,,100,5,1.0,279.2996,280.3027,7.4533,259.9588,27225,215488
qrcodegen,qr-utf8-eclM,qr,utf8,M,utf-8,,unsupported,no documented raster output (vector-only library),0,0,,,,,,,
qrcodegen,qr-utf8-eclM-auto,qr,utf8,M,,,unsupported,no documented raster output (vector-only library),0,0,,,,,,,
qrcodegen,qr-utf8-eclM-auto-svg,qr,utf8,M,,,ok,,100,5,1.0,11.033,10.6376,2.423,7.3229,1089,8266
qrcodegen,qr-utf8-eclM-svg,qr,utf8,M,utf-8,,unsupported,no charset/ECI support for 'utf-8' payloads,0,0,,,,,,,
qrcodegen,qr-xml_nc-eclM,qr,xml_near_capacity,M,,,unsupported,no documented raster output (vector-only library),0,0,,,,,,,
qrcodegen,qr-xml_nc-eclM-svg,qr,xml_near_capacity,M,,,ok,,100,5,1.0,277.2594,277.9066,7.2252,262.0087,27225,217133
segno,qr-alnum-eclH,qr,alnum,H,,,ok,,100,5,1.0,5.3728,5.355,0.8202,4.0624,1089,362
segno,qr-alnum-eclH-svg,qr,alnum,H,,,ok,,100,5,1.0,4.9319,4.8398,0.5955,3.6325,1089,1970
segno,qr-alnum-eclL,qr,alnum,L,,,ok,,100,5,1.0,3.1944,3.2656,0.3576,3.0662,625,257
segno,qr-alnum-eclL-svg,qr,alnum,L,,,ok,,100,5,1.0,2.8656,2.8812,0.116,2.6285,625,1251
segno,qr-alnum-eclM,qr,alnum,M,,,ok,,100,5,1.0,3.3173,3.7097,0.6265,3.0401,625,260
segno,qr-alnum-eclM-svg,qr,alnum,M,,,ok,,100,5,1.0,3.0566,3.4658,1.0592,2.6902,625,1263
segno,qr-alnum-eclQ,qr,alnum,Q,,,ok,,100,5,1.0,4.4505,5.1366,1.6803,4.0838,841,315
segno,qr-alnum-eclQ-svg,qr,alnum,Q,,,ok,,100,5,1.0,4.0173,4.5083,1.1225,3.5211,841,1571
segno,qr-base64_nc-eclM,qr,base64_near_capacity,M,,,ok,,100,5,1.0,144.5758,145.588,5.0582,137.6582,27225,5502
segno,qr-base64_nc-eclM-svg,qr,base64_near_capacity,M,,,ok,,100,5,1.0,132.1844,134.5901,8.8324,124.7252,27225,41123
segno,qr-bcbp-eclM,qr,bcbp,M,,,ok,,100,5,1.0,7.0841,6.7294,1.9261,4.2543,1369,426
segno,qr-bcbp-eclM-svg,qr,bcbp,M,,,ok,,100,5,1.0,6.3699,5.9225,1.7654,3.6818,1369,2362
segno,qr-json_nc-eclM,qr,json_near_capacity,M,,,ok,,100,5,1.0,143.4137,144.257,4.2001,137.4186,27225,5490
segno,qr-json_nc-eclM-svg,qr,json_near_capacity,M,,,ok,,100,5,1.0,131.53,132.0761,3.8763,125.5265,27225,41509
segno,qr-kanji-eclM,qr,kanji,M,shift_jis,,ok,,100,5,1.0,5.4525,5.0741,1.3346,3.0967,1089,362
segno,qr-kanji-eclM-auto,qr,kanji,M,,,ok,,100,5,1.0,5.6718,5.169,1.2168,3.1351,1089,362
segno,qr-kanji-eclM-auto-svg,qr,kanji,M,,,ok,,100,5,1.0,5.0191,4.7453,1.3644,2.6107,1089,1940
segno,qr-kanji-eclM-svg,qr,kanji,M,shift_jis,,ok,,100,5,1.0,5.0212,4.5053,0.9619,2.642,1089,1940
segno,qr-latin1-eclM,qr,latin1,M,iso-8859-1,,ok,,100,5,1.0,7.2075,7.7468,1.6259,5.3883,1369,430
segno,qr-latin1-eclM-auto,qr,latin1,M,,,ok,,100,5,1.0,7.5552,8.1599,1.9296,5.3691,1369,430
segno,qr-latin1-eclM-auto-svg,qr,latin1,M,,,ok,,100,5,1.0,6.648,7.3501,1.8031,4.7271,1369,2457
segno,qr-latin1-eclM-svg,qr,latin1,M,iso-8859-1,,ok,,100,5,1.0,6.6867,7.1448,1.474,4.9922,1369,2457
segno,qr-latin1_ambiguous-eclM,qr,latin1_ambiguous,M,iso-8859-1,,ok,,0,0,0.0,,,,,,
segno,qr-latin1_ambiguous-eclM-auto,qr,latin1_ambiguous,M,,,ok,,0,0,0.0,,,,,,
segno,qr-latin1_ambiguous-eclM-auto-svg,qr,latin1_ambiguous,M,,,ok,,0,0,0.0,,,,,,
segno,qr-latin1_ambiguous-eclM-svg,qr,latin1_ambiguous,M,iso-8859-1,,ok,,0,0,0.0,,,,,,
segno,qr-mixed_modes-eclM,qr,mixed_modes,M,,,ok,,100,5,1.0,11.7917,11.0513,2.3051,8.2224,2401,646
segno,qr-mixed_modes-eclM-svg,qr,mixed_modes,M,,,ok,,100,5,1.0,11.0728,10.4015,2.1869,7.3673,2401,3925
segno,qr-near_capacity-eclH,qr,near_capacity,H,,,ok,,100,5,1.0,137.6595,139.1447,5.2605,132.8744,27225,5503
segno,qr-near_capacity-eclH-svg,qr,near_capacity,H,,,ok,,100,5,1.0,127.5715,127.7811,3.0089,119.7237,27225,41613
segno,qr-near_capacity-eclL,qr,near_capacity,L,,,ok,,100,5,1.0,145.0054,147.132,5.5823,141.7093,27225,5444
segno,qr-near_capacity-eclL-svg,qr,near_capacity,L,,,ok,,100,5,1.0,137.5753,138.1558,3.7305,130.7494,27225,41099
segno,qr-near_capacity-eclM,qr,near_capacity,M,,,ok,,100,5,1.0,142.7548,144.6431,6.3095,138.3824,27225,5461
segno,qr-near_capacity-eclM-svg,qr,near_capacity,M,,,ok,,100,5,1.0,132.9754,133.5341,3.0139,127.4944,27225,41298
segno,qr-near_capacity-eclQ,qr,near_capacity,Q,,,ok,,100,5,1.0,137.5361,139.3482,4.5192,135.221,27225,5495
segno,qr-near_capacity-eclQ-svg,qr,near_capacity,Q,,,ok,,100,5,1.0,129.8797,130.8183,4.9219,122.7594,27225,41367
segno,qr-numeric_long-eclM,qr,numeric_long,M,,,ok,,100,5,1.0,5.5378,5.461,0.6647,4.1951,1089,364
segno,qr-numeric_long-eclM-svg,qr,numeric_long,M,,,ok,,100,5,1.0,5.0295,4.88,0.512,3.6353,1089,1957
segno,qr-numeric_short-eclM,qr,numeric_short,M,,,ok,,100,5,1.0,2.2986,2.3135,0.07,2.1831,441,202
segno,qr-numeric_short-eclM-svg,qr,numeric_short,M,,,ok,,100,5,1.0,1.9994,2.0158,0.1106,1.8095,441,926
segno,qr-text_para-eclM,qr,text_para,M,,,ok,,100,5,1.0,29.9148,29.1106,8.7341,15.9927,5929,1357
segno,qr-text_para-eclM-svg,qr,text_para,M,,,ok,,100,5,1.0,28.2307,27.0822,8.3325,14.4367,5929,9262
segno,qr-url-eclM,qr,url,M,,,ok,,100,5,1.0,6.9531,6.9968,0.1936,6.7709,1369,429
segno,qr-url-eclM-svg,qr,url,M,,,ok,,100,5,1.0,6.4878,6.6685,0.9518,6.0134,1369,2397
segno,qr-url_nc-eclM,qr,url_near_capacity,M,,,ok,,100,5,1.0,146.1452,147.5772,5.459,140.942,27225,5491
segno,qr-url_nc-eclM-svg,qr,url_near_capacity,M,,,ok,,100,5,1.0,132.3436,134.4621,8.8384,124.8162,27225,41669
segno,qr-utf8-eclM,qr,utf8,M,utf-8,,ok,,100,5,1.0,5.4743,5.3593,0.5512,4.1949,1089,366
segno,qr-utf8-eclM-auto,qr,utf8,M,,,ok,,100,5,1.0,5.6687,5.3974,0.8389,4.2031,1089,364
segno,qr-utf8-eclM-auto-svg,qr,utf8,M,,,ok,,100,5,1.0,4.9996,4.8043,0.8446,3.6193,1089,1963
segno,qr-utf8-eclM-svg,qr,utf8,M,utf-8,,ok,,100,5,1.0,5.1218,5.0118,0.6275,3.6323,1089,1981
segno,qr-xml_nc-eclM,qr,xml_near_capacity,M,,,ok,,100,5,1.0,141.9336,142.7499,3.992,137.7402,27225,5497
segno,qr-xml_nc-eclM-svg,qr,xml_near_capacity,M,,,ok,,100,5,1.0,133.0542,133.8429,4.3795,124.5448,27225,41881
treepoem,qr-alnum-eclH,qr,alnum,H,,,ok,,100,5,1.0,2369.0289,2372.49,34.2006,2313.6936,1089,3290
treepoem,qr-alnum-eclH-svg,qr,alnum,H,,,unsupported,no native SVG writer,0,0,,,,,,,
treepoem,qr-alnum-eclL,qr,alnum,L,,,ok,,100,5,1.0,2340.601,2347.2436,27.3813,2294.5651,625,2968
treepoem,qr-alnum-eclL-svg,qr,alnum,L,,,unsupported,no native SVG writer,0,0,,,,,,,
treepoem,qr-alnum-eclM,qr,alnum,M,,,ok,,100,5,1.0,2356.0961,2359.4019,26.6525,2305.9026,625,2972
treepoem,qr-alnum-eclM-svg,qr,alnum,M,,,unsupported,no native SVG writer,0,0,,,,,,,
treepoem,qr-alnum-eclQ,qr,alnum,Q,,,ok,,100,5,1.0,2372.7004,2377.0988,38.0368,2307.7868,841,3116
treepoem,qr-alnum-eclQ-svg,qr,alnum,Q,,,unsupported,no native SVG writer,0,0,,,,,,,
treepoem,qr-base64_nc-eclM,qr,base64_near_capacity,M,,,ok,,100,5,1.0,4333.7299,4340.2366,42.1656,4271.8637,27225,16743
treepoem,qr-base64_nc-eclM-svg,qr,base64_near_capacity,M,,,unsupported,no native SVG writer,0,0,,,,,,,
treepoem,qr-bcbp-eclM,qr,bcbp,M,,,ok,,100,5,1.0,2401.0083,2396.5547,40.5824,2301.467,1369,3455
treepoem,qr-bcbp-eclM-svg,qr,bcbp,M,,,unsupported,no native SVG writer,0,0,,,,,,,
treepoem,qr-json_nc-eclM,qr,json_near_capacity,M,,,ok,,100,5,1.0,3453.8115,3454.6644,25.4691,3394.793,27225,16837
treepoem,qr-json_nc-eclM-svg,qr,json_near_capacity,M,,,unsupported,no native SVG writer,0,0,,,,,,,
treepoem,qr-kanji-eclM,qr,kanji,M,shift_jis,,ok,,100,5,1.0,2370.3258,2373.8581,35.4063,2305.3234,1089,3268
treepoem,qr-kanji-eclM-auto,qr,kanji,M,,,unsupported,cannot take non-ASCII text without a declared charset,0,0,,,,,,,
treepoem,qr-kanji-eclM-auto-svg,qr,kanji,M,,,unsupported,no native SVG writer,0,0,,,,,,,
treepoem,qr-kanji-eclM-svg,qr,kanji,M,shift_jis,,unsupported,no native SVG writer,0,0,,,,,,,
treepoem,qr-latin1-eclM,qr,latin1,M,iso-8859-1,,ok,,100,5,1.0,2412.4333,2414.3237,24.3164,2365.9271,1369,3460
treepoem,qr-latin1-eclM-auto,qr,latin1,M,,,unsupported,cannot take non-ASCII text without a declared charset,0,0,,,,,,,
treepoem,qr-latin1-eclM-auto-svg,qr,latin1,M,,,unsupported,no native SVG writer,0,0,,,,,,,
treepoem,qr-latin1-eclM-svg,qr,latin1,M,iso-8859-1,,unsupported,no native SVG writer,0,0,,,,,,,
treepoem,qr-latin1_ambiguous-eclM,qr,latin1_ambiguous,M,iso-8859-1,,ok,,100,5,1.0,2422.6378,2427.5141,46.9106,2360.7271,1681,3606
treepoem,qr-latin1_ambiguous-eclM-auto,qr,latin1_ambiguous,M,,,unsupported,cannot take non-ASCII text without a declared charset,0,0,,,,,,,
treepoem,qr-latin1_ambiguous-eclM-auto-svg,qr,latin1_ambiguous,M,,,unsupported,no native SVG writer,0,0,,,,,,,
treepoem,qr-latin1_ambiguous-eclM-svg,qr,latin1_ambiguous,M,iso-8859-1,,unsupported,no native SVG writer,0,0,,,,,,,
treepoem,qr-mixed_modes-eclM,qr,mixed_modes,M,,,ok,,100,5,1.0,2418.9033,2423.7449,35.8823,2373.4124,2025,3845
treepoem,qr-mixed_modes-eclM-svg,qr,mixed_modes,M,,,unsupported,no native SVG writer,0,0,,,,,,,
treepoem,qr-near_capacity-eclH,qr,near_capacity,H,,,ok,,100,5,1.0,3575.9393,3582.0679,34.5774,3488.2748,27225,16847
treepoem,qr-near_capacity-eclH-svg,qr,near_capacity,H,,,unsupported,no native SVG writer,0,0,,,,,,,
treepoem,qr-near_capacity-eclL,qr,near_capacity,L,,,ok,,100,5,1.0,4949.5241,4959.5074,49.3083,4852.8314,27225,16526
treepoem,qr-near_capacity-eclL-svg,qr,near_capacity,L,,,unsupported,no native SVG writer,0,0,,,,,,,
treepoem,qr-near_capacity-eclM,qr,near_capacity,M,,,ok,,100,5,1.0,4336.0896,4341.0842,65.0364,4261.5787,27225,16687
treepoem,qr-near_capacity-eclM-svg,qr,near_capacity,M,,,unsupported,no native SVG writer,0,0,,,,,,,
treepoem,qr-near_capacity-eclQ,qr,near_capacity,Q,,,ok,,100,5,1.0,3818.0996,3819.973,36.8122,3748.4535,27225,16846
treepoem,qr-near_capacity-eclQ-svg,qr,near_capacity,Q,,,unsupported,no native SVG writer,0,0,,,,,,,
treepoem,qr-numeric_long-eclM,qr,numeric_long,M,,,ok,,100,5,1.0,2362.5883,2368.4017,42.2224,2294.2434,1089,3296
treepoem,qr-numeric_long-eclM-svg,qr,numeric_long,M,,,unsupported,no native SVG writer,0,0,,,,,,,
treepoem,qr-numeric_short-eclM,qr,numeric_short,M,,,ok,,100,5,1.0,2344.7088,2347.0884,32.9361,2156.7572,441,2796
treepoem,qr-numeric_short-eclM-svg,qr,numeric_short,M,,,unsupported,no native SVG writer,0,0,,,,,,,
treepoem,qr-text_para-eclM,qr,text_para,M,,,ok,,100,5,1.0,2590.4032,2597.0965,92.3758,2441.8533,5929,6096
treepoem,qr-text_para-eclM-svg,qr,text_para,M,,,unsupported,no native SVG writer,0,0,,,,,,,
treepoem,qr-url-eclM,qr,url,M,,,ok,,100,5,1.0,2412.1904,2413.491,24.5146,2362.9153,1369,3464
treepoem,qr-url-eclM-svg,qr,url,M,,,unsupported,no native SVG writer,0,0,,,,,,,
treepoem,qr-url_nc-eclM,qr,url_near_capacity,M,,,ok,,100,5,1.0,4350.1353,4356.5303,75.8585,4270.6821,27225,16706
treepoem,qr-url_nc-eclM-svg,qr,url_near_capacity,M,,,unsupported,no native SVG writer,0,0,,,,,,,
treepoem,qr-utf8-eclM,qr,utf8,M,utf-8,,ok,,100,5,1.0,2361.91,2361.4188,22.8814,2302.6956,1089,3297
treepoem,qr-utf8-eclM-auto,qr,utf8,M,,,unsupported,cannot take non-ASCII text without a declared charset,0,0,,,,,,,
treepoem,qr-utf8-eclM-auto-svg,qr,utf8,M,,,unsupported,no native SVG writer,0,0,,,,,,,
treepoem,qr-utf8-eclM-svg,qr,utf8,M,utf-8,,unsupported,no native SVG writer,0,0,,,,,,,
treepoem,qr-xml_nc-eclM,qr,xml_near_capacity,M,,,ok,,100,5,1.0,3462.3481,3470.7342,49.9486,3397.8266,27225,16938
treepoem,qr-xml_nc-eclM-svg,qr,xml_near_capacity,M,,,unsupported,no native SVG writer,0,0,,,,,,,
zxingcpp,qr-alnum-eclH,qr,alnum,H,,,ok,,100,5,1.0,0.904,0.8931,0.1002,0.6813,1089,816
zxingcpp,qr-alnum-eclH-svg,qr,alnum,H,,,ok,,100,5,1.0,0.6875,0.673,0.0729,0.5029,1089,3443
zxingcpp,qr-alnum-eclL,qr,alnum,L,,,ok,,100,5,1.0,0.6402,0.6416,0.0465,0.5543,625,553
zxingcpp,qr-alnum-eclL-svg,qr,alnum,L,,,ok,,100,5,1.0,0.4282,0.4296,0.0321,0.3891,625,2049
zxingcpp,qr-alnum-eclM,qr,alnum,M,,,ok,,100,5,1.0,0.6865,0.6939,0.0568,0.592,625,562
zxingcpp,qr-alnum-eclM-svg,qr,alnum,M,,,ok,,100,5,1.0,0.4591,0.4871,0.0785,0.3869,625,2119
zxingcpp,qr-alnum-eclQ,qr,alnum,Q,,,ok,,100,5,1.0,0.7842,0.8182,0.0934,0.6827,841,677
zxingcpp,qr-alnum-eclQ-svg,qr,alnum,Q,,,ok,,100,5,1.0,0.5893,0.6099,0.0704,0.5064,841,2742
zxingcpp,qr-base64_nc-eclM,qr,base64_near_capacity,M,,,ok,,100,5,1.0,14.4301,14.5606,0.5965,14.0778,27225,11927
zxingcpp,qr-base64_nc-eclM-svg,qr,base64_near_capacity,M,,,ok,,100,5,1.0,57.4886,58.1529,2.8393,55.3371,27225,92127
zxingcpp,qr-bcbp-eclM,qr,bcbp,M,,,ok,,100,5,1.0,0.9478,0.8801,0.1766,0.6114,1369,963
zxingcpp,qr-bcbp-eclM-svg,qr,bcbp,M,,,ok,,100,5,1.0,0.863,0.8121,0.2199,0.4957,1369,4496
zxingcpp,qr-json_nc-eclM,qr,json_near_capacity,M,,,ok,,100,5,1.0,14.2899,14.3864,0.3321,14.001,27225,11998
zxingcpp,qr-json_nc-eclM-svg,qr,json_near_capacity,M,,,ok,,100,5,1.0,57.9694,58.7692,2.9155,56.405,27225,92655
zxingcpp,qr-kanji-eclM,qr,kanji,M,shift_jis,,ok,,100,5,1.0,0.7679,0.7303,0.1104,0.4971,1089,818
zxingcpp,qr-kanji-eclM-auto,qr,kanji,M,,,ok,,100,5,1.0,0.7642,0.7251,0.1081,0.5096,1089,818
zxingcpp,qr-kanji-eclM-auto-svg,qr,kanji,M,,,ok,,100,5,1.0,0.6749,0.6161,0.1174,0.3792,1089,3554
zxingcpp,qr-kanji-eclM-svg,qr,kanji,M,shift_jis,,ok,,100,5,1.0,0.6712,0.6254,0.1295,0.3776,1089,3554
zxingcpp,qr-latin1-eclM,qr,latin1,M,iso-8859-1,,ok,,100,5,1.0,0.9934,1.0299,0.1664,0.751,1369,968
zxingcpp,qr-latin1-eclM-auto,qr,latin1,M,,,ok,,100,5,1.0,0.9783,1.0103,0.162,0.7382,1369,968
zxingcpp,qr-latin1-eclM-auto-svg,qr,latin1,M,,,ok,,100,5,1.0,0.919,0.9924,0.2154,0.661,1369,4602
zxingcpp,qr-latin1-eclM-svg,qr,latin1,M,iso-8859-1,,ok,,100,5,1.0,0.9297,0.9866,0.2222,0.6468,1369,4602
zxingcpp,qr-latin1_ambiguous-eclM,qr,latin1_ambiguous,M,iso-8859-1,,ok,,0,0,0.0,,,,,,
zxingcpp,qr-latin1_ambiguous-eclM-auto,qr,latin1_ambiguous,M,,,ok,,0,0,0.0,,,,,,
zxingcpp,qr-latin1_ambiguous-eclM-auto-svg,qr,latin1_ambiguous,M,,,ok,,0,0,0.0,,,,,,
zxingcpp,qr-latin1_ambiguous-eclM-svg,qr,latin1_ambiguous,M,iso-8859-1,,ok,,0,0,0.0,,,,,,
zxingcpp,qr-mixed_modes-eclM,qr,mixed_modes,M,,,ok,,100,5,1.0,1.3841,1.3005,0.2074,0.9939,2025,1260
zxingcpp,qr-mixed_modes-eclM-svg,qr,mixed_modes,M,,,ok,,100,5,1.0,1.3243,1.1839,0.2236,0.8107,2025,6530
zxingcpp,qr-near_capacity-eclH,qr,near_capacity,H,,,ok,,100,5,1.0,14.2031,14.413,0.7388,13.8921,27225,11973
zxingcpp,qr-near_capacity-eclH-svg,qr,near_capacity,H,,,ok,,100,5,1.0,57.3734,57.8496,1.9819,55.7393,27225,92438
zxingcpp,qr-near_capacity-eclL,qr,near_capacity,L,,,ok,,100,5,1.0,14.4771,14.5914,0.4981,13.8811,27225,11781
zxingcpp,qr-near_capacity-eclL-svg,qr,near_capacity,L,,,ok,,100,5,1.0,57.3836,57.795,1.4147,55.8052,27225,93186
zxingcpp,qr-near_capacity-eclM,qr,near_capacity,M,,,ok,,100,5,1.0,14.3093,14.4259,0.6336,13.8255,27225,11860
zxingcpp,qr-near_capacity-eclM-svg,qr,near_capacity,M,,,ok,,100,5,1.0,57.4184,57.6625,1.7294,54.7129,27225,93363
zxingcpp,qr-near_capacity-eclQ,qr,near_capacity,Q,,,ok,,100,5,1.0,14.2511,14.3696,0.5012,13.8781,27225,11956
zxingcpp,qr-near_capacity-eclQ-svg,qr,near_capacity,Q,,,ok,,100,5,1.0,56.8561,57.1472,1.339,54.7306,27225,92489
zxingcpp,qr-numeric_long-eclM,qr,numeric_long,M,,,ok,,100,5,1.0,0.9128,0.8991,0.0817,0.7024,1089,815
zxingcpp,qr-numeric_long-eclM-svg,qr,numeric_long,M,,,ok,,100,5,1.0,0.6928,0.6827,0.0543,0.5431,1089,3614
zxingcpp,qr-numeric_short-eclM,qr,numeric_short,M,,,ok,,100,5,1.0,0.5544,0.5618,0.0403,0.4946,441,405
zxingcpp,qr-numeric_short-eclM-svg,qr,numeric_short,M,,,ok,,100,5,1.0,0.3202,0.3229,0.0329,0.2741,441,1458
zxingcpp,qr-text_para-eclM,qr,text_para,M,,,ok,,100,5,1.0,3.7389,3.4352,0.9408,2.0613,5929,3224
zxingcpp,qr-text_para-eclM-svg,qr,text_para,M,,,ok,,100,5,1.0,5.1964,4.9625,1.8435,2.2831,5929,18983
zxingcpp,qr-url-eclM,qr,url,M,,,ok,,100,5,1.0,1.0505,1.0534,0.0427,0.9471,1369,956
